120 180
54 134 -11470
55 134 -9520
56 134 -9560
57 134 -9700
58 134 -11550
59 134 -12600
60 134 -13430
61 134 -13430
62 134 -14440
63 134 -14370
64 134 -14620
65 134 -15050
66 134 -14730
67 134 -14000
68 134 -14140
69 134 -13980
70 134 -13850
71 134 -14070
72 134 -14610
73 134 -15490
74 134 -16290
75 134 -16680
76 134 -14490
77 134 -14460
78 134 -14120
79 134 -14180
80 134 -15030
81 134 -14280
82 134 -16960
83 134 -16960
84 134 -17200
85 134 -15920
86 134 -15090
87 134 -14510
88 134 -11850
89 134 -11200
90 134 -11290
91 134 -11080
92 134 -11250
93 134 -11380
94 134 -11600
95 134 -11570
96 134 -11850
97 134 -12290
98 134 -12250
99 134 -12190
100 134 -12560
101 134 -12360
102 134 -12170
103 134 -12370
104 134 -12370
105 134 -12590
106 134 -12930
107 134 -11950
108 134 -10390
109 134 -8990
110 134 -8900
111 134 -9110
112 134 -9550
17 133 -15830
18 133 -15650
19 133 -15520
20 133 -15590
21 133 -15630
22 133 -15460
23 133 -15400
24 133 -15380
25 133 -15320
26 133 -15210
27 133 -15260
28 133 -15220
29 133 -15410
30 133 -15160
31 133 -14950
32 133 -14950
33 133 -15360
34 133 -15210
35 133 -15100
36 133 -15030
37 133 -15330
38 133 -14880
39 133 -15060
40 133 -15180
41 133 -15400
42 133 -14910
43 133 -14910
44 133 -16120
45 133 -17690
46 133 -17070
47 133 -15230
48 133 -14950
49 133 -15600
50 133 -14720
51 133 -14720
52 133 -13340
53 133 -12190
54 133 -10010
55 133 -9150
56 133 -9350
57 133 -9810
58 133 -12120
59 133 -13590
60 133 -13720
61 133 -14240
62 133 -14810
63 133 -14960
64 133 -15670
65 133 -15910
66 133 -15290
67 133 -14760
68 133 -14720
69 133 -14210
70 133 -14070
71 133 -14070
72 133 -14320
73 133 -15460
74 133 -15460
75 133 -14790
76 133 -14320
77 133 -14320
78 133 -15260
79 133 -15260
80 133 -17140
81 133 -17560
82 133 -17470
83 133 -17170
84 133 -17200
85 133 -15540
86 133 -14720
87 133 -13740
88 133 -11900
89 133 -11320
90 133 -11460
91 133 -11080
92 133 -11310
93 133 -11210
94 133 -11300
95 133 -11500
96 133 -11850
97 133 -12300
98 133 -12450
99 133 -12280
100 133 -12390
101 133 -12500
102 133 -12710
103 133 -13170
104 133 -12410
105 133 -13030
106 133 -12530
107 133 -12640
108 133 -10110
109 133 -9360
110 133 -9060
111 133 -9060
112 133 -9170
17 132 -15860
18 132 -15450
19 132 -15500
20 132 -15520
21 132 -15440
22 132 -15360
23 132 -15400
24 132 -15300
25 132 -15320
26 132 -15410
27 132 -15280
28 132 -15090
29 132 -15090
30 132 -14960
31 132 -14860
32 132 -15030
33 132 -15110
34 132 -14980
35 132 -15100
36 132 -15030
37 132 -14730
38 132 -14730
39 132 -14930
40 132 -14790
41 132 -14790
42 132 -14800
43 132 -15020
44 132 -15020
45 132 -18090
46 132 -16800
47 132 -16760
48 132 -15630
49 132 -15170
50 132 -15370
51 132 -14470
52 132 -12560
53 132 -10230
54 132 -9500
55 132 -9380
56 132 -10440
57 132 -11710
58 132 -12610
59 132 -13560
60 132 -14110
61 132 -14760
62 132 -14490
63 132 -14670
64 132 -15820
65 132 -15890
66 132 -15060
67 132 -14850
68 132 -15010
69 132 -14330
70 132 -14130
71 132 -14080
72 132 -14710
73 132 -15890
74 132 -16520
75 132 -14790
76 132 -16420
77 132 -16420
78 132 -16780
79 132 -17910
80 132 -17760
81 132 -17910
82 132 -17970
83 132 -17830
84 132 -17770
85 132 -14500
86 132 -14490
87 132 -12910
88 132 -11380
89 132 -11590
90 132 -11220
91 132 -11220
92 132 -11320
93 132 -11130
94 132 -11130
95 132 -11290
96 132 -12040
97 132 -12260
98 132 -12530
99 132 -12390
100 132 -12480
101 132 -12130
102 132 -12540
103 132 -13140
104 132 -13800
105 132 -14520
106 132 -13390
107 132 -11140
108 132 -10940
109 132 -9280
110 132 -8580
111 132 -8580
112 132 -9170
17 131 -15500
18 131 -15450
19 131 -15510
20 131 -15440
21 131 -15280
22 131 -15360
23 131 -15360
24 131 -15300
25 131 -15420
26 131 -15460
27 131 -15230
28 131 -15030
29 131 -15190
30 131 -14960
31 131 -14860
32 131 -14960
33 131 -15030
34 131 -15110
35 131 -15280
36 131 -15000
37 131 -14740
38 131 -15050
39 131 -15190
40 131 -15030
41 131 -14940
42 131 -14910
43 131 -15510
44 131 -16640
45 131 -17560
46 131 -16020
47 131 -15230
48 131 -14620
49 131 -14620
50 131 -14480
51 131 -13040
52 131 -11660
53 131 -10610
54 131 -10610
55 131 -11430
56 131 -11390
57 131 -12150
58 131 -13160
59 131 -13980
60 131 -14180
61 131 -14840
62 131 -14670
63 131 -14670
64 131 -16020
65 131 -15480
66 131 -15350
67 131 -14850
68 131 -15030
69 131 -14380
70 131 -14330
71 131 -14530
72 131 -14930
73 131 -15900
74 131 -16710
75 131 -17010
76 131 -17320
77 131 -17550
78 131 -17560
79 131 -18210
80 131 -15840
81 131 -15840
82 131 -17610
83 131 -18200
84 131 -18070
85 131 -14530
86 131 -14120
87 131 -12080
88 131 -11410
89 131 -11410
90 131 -11300
91 131 -11300
92 131 -11180
93 131 -11220
94 131 -11230
95 131 -11690
96 131 -11970
97 131 -11990
98 131 -12180
99 131 -12590
100 131 -12410
101 131 -12330
102 131 -12230
103 131 -12360
104 131 -14530
105 131 -14280
106 131 -12920
107 131 -12130
108 131 -10510
109 131 -9660
110 131 -8790
111 131 -8660
112 131 -8900
17 130 -15390
18 130 -15360
19 130 -15220
20 130 -15350
21 130 -15230
22 130 -15250
23 130 -15250
24 130 -15370
25 130 -15360
26 130 -15360
27 130 -15180
28 130 -15190
29 130 -15080
30 130 -14940
31 130 -14800
32 130 -15110
33 130 -15250
34 130 -15270
35 130 -15270
36 130 -15130
37 130 -15190
38 130 -15210
39 130 -15200
40 130 -15130
41 130 -14940
42 130 -14910
43 130 -16500
44 130 -17410
45 130 -17170
46 130 -16200
47 130 -15230
48 130 -15230
49 130 -15280
50 130 -12750
51 130 -11680
52 130 -11590
53 130 -11660
54 130 -11980
55 130 -11600
56 130 -11530
57 130 -11600
58 130 -13500
59 130 -14160
60 130 -14910
61 130 -14720
62 130 -14440
63 130 -15520
64 130 -15320
65 130 -14810
66 130 -16640
67 130 -15850
68 130 -14710
69 130 -14530
70 130 -14470
71 130 -14530
72 130 -15570
73 130 -16160
74 130 -16350
75 130 -17100
76 130 -17450
77 130 -18050
78 130 -18140
79 130 -18310
80 130 -15630
81 130 -15630
82 130 -17610
83 130 -17950
84 130 -17140
85 130 -14000
86 130 -13840
87 130 -11840
88 130 -11310
89 130 -11410
90 130 -11370
91 130 -11340
92 130 -11370
93 130 -11440
94 130 -11440
95 130 -11690
96 130 -11570
97 130 -12060
98 130 -12050
99 130 -12240
100 130 -12540
101 130 -12500
102 130 -12160
103 130 -12160
104 130 -13660
105 130 -13580
106 130 -12400
107 130 -12180
108 130 -10540
109 130 -8980
110 130 -8530
111 130 -8530
112 130 -8940
17 129 -15520
18 129 -15380
19 129 -15220
20 129 -15340
21 129 -15230
22 129 -15270
23 129 -15300
24 129 -15320
25 129 -15110
26 129 -15110
27 129 -15070
28 129 -15040
29 129 -15020
30 129 -14930
31 129 -14990
32 129 -15090
33 129 -15170
34 129 -15150
35 129 -15230
36 129 -15240
37 129 -15210
38 129 -15230
39 129 -15220
40 129 -15240
41 129 -15350
42 129 -16059
43 129 -16960
44 129 -17000
45 129 -17480
46 129 -17080
47 129 -17040
48 129 -16610
49 129 -15140
50 129 -12750
51 129 -11680
52 129 -12130
53 129 -12130
54 129 -12240
55 129 -11650
56 129 -11530
57 129 -12560
58 129 -13830
59 129 -14440
60 129 -15300
61 129 -15580
62 129 -14440
63 129 -14360
64 129 -15090
65 129 -15160
66 129 -16090
67 129 -15160
68 129 -15410
69 129 -15540
70 129 -15150
71 129 -14800
72 129 -14530
73 129 -14740
74 129 -15460
75 129 -16850
76 129 -17690
77 129 -18010
78 129 -18270
79 129 -18350
80 129 -17530
81 129 -16610
82 129 -17440
83 129 -17170
84 129 -16280
85 129 -13680
86 129 -13310
87 129 -11720
88 129 -11360
89 129 -11330
90 129 -11310
91 129 -11310
92 129 -11380
93 129 -11550
94 129 -11880
95 129 -11870
96 129 -11870
97 129 -12060
98 129 -12090
99 129 -12090
100 129 -12120
101 129 -12640
102 129 -12390
103 129 -12710
104 129 -12930
105 129 -13180
106 129 -12520
107 129 -9970
108 129 -10220
109 129 -9240
110 129 -9070
111 129 -8560
112 129 -9380
17 128 -15550
18 128 -15240
19 128 -15210
20 128 -15210
21 128 -15270
22 128 -15170
23 128 -15120
24 128 -15300
25 128 -15190
26 128 -15060
27 128 -15070
28 128 -15010
29 128 -15020
30 128 -14970
31 128 -14920
32 128 -15090
33 128 -15210
34 128 -15250
35 128 -15240
36 128 -15290
37 128 -15220
38 128 -15270
39 128 -15230
40 128 -15240
41 128 -15660
42 128 -16059
43 128 -16710
44 128 -16780
45 128 -17300
46 128 -17040
47 128 -17050
48 128 -16650
49 128 -14810
50 128 -13030
51 128 -12530
52 128 -12370
53 128 -12370
54 128 -12390
55 128 -12740
56 128 -12740
57 128 -13630
58 128 -14230
59 128 -14710
60 128 -15170
61 128 -15980
62 128 -15540
63 128 -14390
64 128 -14630
65 128 -15940
66 128 -15090
67 128 -15160
68 128 -15160
69 128 -15070
70 128 -15280
71 128 -15510
72 128 -14640
73 128 -14320
74 128 -14330
75 128 -15940
76 128 -17740
77 128 -17920
78 128 -18240
79 128 -18330
80 128 -18270
81 128 -17840
82 128 -17240
83 128 -16070
84 128 -14960
85 128 -13840
86 128 -13360
87 128 -11780
88 128 -11510
89 128 -11510
90 128 -11360
91 128 -11360
92 128 -11610
93 128 -11690
94 128 -11710
95 128 -11660
96 128 -12030
97 128 -12150
98 128 -11940
99 128 -11990
100 128 -12120
101 128 -12200
102 128 -12390
103 128 -12360
104 128 -12560
105 128 -12820
106 128 -11130
107 128 -9390
108 128 -9360
109 128 -8910
110 128 -9300
111 128 -9340
112 128 -9340
17 127 -15210
18 127 -15000
19 127 -15170
20 127 -15190
21 127 -15140
22 127 -15110
23 127 -15080
24 127 -15080
25 127 -15070
26 127 -14850
27 127 -14880
28 127 -15010
29 127 -14840
30 127 -14810
31 127 -14850
32 127 -15010
33 127 -15300
34 127 -15220
35 127 -15160
36 127 -15260
37 127 -15120
38 127 -15140
39 127 -15110
40 127 -15110
41 127 -15520
42 127 -16360
43 127 -16450
44 127 -16690
45 127 -17300
46 127 -17210
47 127 -17130
48 127 -16530
49 127 -14380
50 127 -13210
51 127 -13000
52 127 -12560
53 127 -12560
54 127 -13020
55 127 -13000
56 127 -13330
57 127 -13930
58 127 -14240
59 127 -15150
60 127 -15170
61 127 -15980
62 127 -16120
63 127 -15340
64 127 -14780
65 127 -15710
66 127 -16190
67 127 -16230
68 127 -15910
69 127 -15780
70 127 -15400
71 127 -16309
72 127 -15630
73 127 -15630
74 127 -15270
75 127 -15700
76 127 -17580
77 127 -18100
78 127 -18290
79 127 -18630
80 127 -18120
81 127 -17940
82 127 -16420
83 127 -15130
84 127 -13810
85 127 -13130
86 127 -13580
87 127 -12660
88 127 -12170
89 127 -11850
90 127 -11440
91 127 -11890
92 127 -11860
93 127 -11830
94 127 -11650
95 127 -11660
96 127 -11890
97 127 -11950
98 127 -11260
99 127 -11420
100 127 -12040
101 127 -12370
102 127 -12370
103 127 -12500
104 127 -12560
105 127 -12140
106 127 -10660
107 127 -8760
108 127 -8300
109 127 -8350
110 127 -8520
111 127 -9850
112 127 -9780
17 126 -15030
18 126 -15000
19 126 -15080
20 126 -15080
21 126 -15090
22 126 -15040
23 126 -14980
24 126 -15010
25 126 -14930
26 126 -14850
27 126 -15020
28 126 -14890
29 126 -14570
30 126 -14660
31 126 -14860
32 126 -14860
33 126 -15250
34 126 -15090
35 126 -15160
36 126 -15290
37 126 -15080
38 126 -15130
39 126 -15220
40 126 -15160
41 126 -15600
42 126 -16460
43 126 -16430
44 126 -16870
45 126 -17140
46 126 -16910
47 126 -17020
48 126 -16620
49 126 -14670
50 126 -13510
51 126 -13240
52 126 -12980
53 126 -13180
54 126 -13220
55 126 -13220
56 126 -13740
57 126 -13930
58 126 -14300
59 126 -14530
60 126 -15330
61 126 -15990
62 126 -15960
63 126 -15100
64 126 -15610
65 126 -15070
66 126 -15030
67 126 -16329
68 126 -16440
69 126 -16630
70 126 -16590
71 126 -16030
72 126 -16129
73 126 -16930
74 126 -14910
75 126 -14910
76 126 -15210
77 126 -17610
78 126 -18380
79 126 -17810
80 126 -17000
81 126 -17000
82 126 -16590
83 126 -14550
84 126 -14090
85 126 -13810
86 126 -12390
87 126 -12210
88 126 -11600
89 126 -11770
90 126 -11770
91 126 -12040
92 126 -12040
93 126 -11820
94 126 -11580
95 126 -11330
96 126 -11480
97 126 -11660
98 126 -11160
99 126 -11420
100 126 -12150
101 126 -12320
102 126 -12260
103 126 -12280
104 126 -13090
105 126 -12140
106 126 -9340
107 126 -8980
108 126 -8300
109 126 -8490
110 126 -8490
111 126 -8750
112 126 -9690
17 125 -15080
18 125 -14980
19 125 -14890
20 125 -15030
21 125 -14900
22 125 -14900
23 125 -15010
24 125 -14870
25 125 -14830
26 125 -14770
27 125 -14760
28 125 -14690
29 125 -14600
30 125 -14850
31 125 -15000
32 125 -15190
33 125 -15170
34 125 -14910
35 125 -14840
36 125 -15090
37 125 -14690
38 125 -14750
39 125 -14900
40 125 -15200
41 125 -15650
42 125 -16180
43 125 -16309
44 125 -16740
45 125 -16930
46 125 -16740
47 125 -16740
48 125 -16810
49 125 -15120
50 125 -14190
51 125 -13580
52 125 -13540
53 125 -13180
54 125 -13310
55 125 -13510
56 125 -14290
57 125 -14260
58 125 -14770
59 125 -14640
60 125 -14810
61 125 -15890
62 125 -15560
63 125 -15260
64 125 -15180
65 125 -14860
66 125 -15030
67 125 -15480
68 125 -16400
69 125 -16160
70 125 -14790
71 125 -15760
72 125 -16600
73 125 -17060
74 125 -17290
75 125 -15360
76 125 -15210
77 125 -15380
78 125 -17670
79 125 -17490
80 125 -17070
81 125 -16880
82 125 -15490
83 125 -14540
84 125 -14380
85 125 -13180
86 125 -12350
87 125 -12140
88 125 -12190
89 125 -12100
90 125 -12180
91 125 -12030
92 125 -12020
93 125 -11930
94 125 -11490
95 125 -10970
96 125 -11350
97 125 -11610
98 125 -11650
99 125 -11940
100 125 -12320
101 125 -12040
102 125 -12260
103 125 -12430
104 125 -13300
105 125 -12490
106 125 -9270
107 125 -8720
108 125 -8740
109 125 -8570
110 125 -8420
111 125 -8750
112 125 -9470
17 124 -14940
18 124 -14900
19 124 -14820
20 124 -14820
21 124 -14810
22 124 -14800
23 124 -14920
24 124 -14700
25 124 -14700
26 124 -14870
27 124 -14710
28 124 -14690
29 124 -14760
30 124 -14760
31 124 -14980
32 124 -15190
33 124 -15160
34 124 -14910
35 124 -14860
36 124 -14830
37 124 -14930
38 124 -14860
39 124 -14960
40 124 -15070
41 124 -15200
42 124 -16140
43 124 -16110
44 124 -16430
45 124 -16490
46 124 -16640
47 124 -16410
48 124 -16580
49 124 -15780
50 124 -14750
51 124 -13830
52 124 -13760
53 124 -13680
54 124 -13680
55 124 -14030
56 124 -14310
57 124 -14520
58 124 -14650
59 124 -14850
60 124 -14740
61 124 -14800
62 124 -15570
63 124 -15260
64 124 -14540
65 124 -14890
66 124 -15090
67 124 -14750
68 124 -14890
69 124 -15760
70 124 -14790
71 124 -15470
72 124 -17380
73 124 -17510
74 124 -16360
75 124 -16930
76 124 -17100
77 124 -15260
78 124 -15100
79 124 -16540
80 124 -15810
81 124 -15810
82 124 -14710
83 124 -14140
84 124 -14110
85 124 -13470
86 124 -12470
87 124 -12410
88 124 -12690
89 124 -12910
90 124 -12240
91 124 -11970
92 124 -12140
93 124 -11940
94 124 -11540
95 124 -10970
96 124 -11110
97 124 -11290
98 124 -11620
99 124 -12330
100 124 -12400
101 124 -12360
102 124 -11920
103 124 -12510
104 124 -12510
105 124 -10580
106 124 -9020
107 124 -8960
108 124 -8810
109 124 -8800
110 124 -8800
111 124 -9280
112 124 -9570
17 123 -14730
18 123 -14730
19 123 -14730
20 123 -14690
21 123 -14690
22 123 -14780
23 123 -14660
24 123 -14660
25 123 -14700
26 123 -14700
27 123 -14740
28 123 -14770
29 123 -14930
30 123 -14700
31 123 -14700
32 123 -14890
33 123 -14790
34 123 -14700
35 123 -14860
36 123 -14980
37 123 -14880
38 123 -14780
39 123 -15100
40 123 -15160
41 123 -15160
42 123 -15900
43 123 -15900
44 123 -16210
45 123 -16770
46 123 -16480
47 123 -16170
48 123 -16280
49 123 -15850
50 123 -15490
51 123 -13830
52 123 -13580
53 123 -13750
54 123 -14240
55 123 -14480
56 123 -14720
57 123 -14560
58 123 -14560
59 123 -15570
60 123 -15050
61 123 -14800
62 123 -15070
63 123 -15410
64 123 -14540
65 123 -14850
66 123 -16100
67 123 -16120
68 123 -15320
69 123 -15320
70 123 -16100
71 123 -16100
72 123 -17150
73 123 -17690
74 123 -17180
75 123 -17390
76 123 -17510
77 123 -15960
78 123 -14710
79 123 -14560
80 123 -15370
81 123 -16560
82 123 -14060
83 123 -13860
84 123 -13470
85 123 -13790
86 123 -13400
87 123 -13070
88 123 -12670
89 123 -12140
90 123 -12000
91 123 -12030
92 123 -12370
93 123 -11780
94 123 -11520
95 123 -11050
96 123 -10660
97 123 -11530
98 123 -11620
99 123 -12330
100 123 -12500
101 123 -12000
102 123 -11500
103 123 -11860
104 123 -9470
105 123 -9280
106 123 -8410
107 123 -8310
108 123 -8540
109 123 -8540
110 123 -8800
111 123 -9350
112 123 -9690
17 122 -14510
18 122 -14510
19 122 -14720
20 122 -14550
21 122 -14550
22 122 -14650
23 122 -14740
24 122 -14780
25 122 -14800
26 122 -14780
27 122 -14760
28 122 -14780
29 122 -14910
30 122 -14990
31 122 -14940
32 122 -14760
33 122 -14890
34 122 -15020
35 122 -15030
36 122 -15150
37 122 -15230
38 122 -14780
39 122 -14820
40 122 -15220
41 122 -15220
42 122 -16219
43 122 -16219
44 122 -16200
45 122 -16470
46 122 -16440
47 122 -16170
48 122 -16200
49 122 -15910
50 122 -15740
51 122 -14870
52 122 -13180
53 122 -13180
54 122 -14650
55 122 -14380
56 122 -14310
57 122 -15140
58 122 -14820
59 122 -15590
60 122 -15830
61 122 -15610
62 122 -14930
63 122 -15270
64 122 -15170
65 122 -16140
66 122 -16530
67 122 -16260
68 122 -15320
69 122 -14890
70 122 -16260
71 122 -16630
72 122 -17150
73 122 -17920
74 122 -17780
75 122 -17300
76 122 -17010
77 122 -16040
78 122 -14720
79 122 -14720
80 122 -17010
81 122 -16850
82 122 -13810
83 122 -13630
84 122 -13610
85 122 -13560
86 122 -13580
87 122 -12850
88 122 -11900
89 122 -11900
90 122 -11950
91 122 -12260
92 122 -12440
93 122 -11740
94 122 -11180
95 122 -10360
96 122 -10960
97 122 -11460
98 122 -11460
99 122 -12360
100 122 -12530
101 122 -12090
102 122 -11340
103 122 -11280
104 122 -9620
105 122 -9140
106 122 -8790
107 122 -8650
108 122 -8750
109 122 -8840
110 122 -9020
111 122 -9340
112 122 -9710
17 121 -14550
18 121 -14550
19 121 -14660
20 121 -14550
21 121 -14550
22 121 -14630
23 121 -14870
24 121 -14900
25 121 -14900
26 121 -14680
27 121 -14680
28 121 -14940
29 121 -14960
30 121 -14990
31 121 -14880
32 121 -14760
33 121 -15240
34 121 -15180
35 121 -15060
36 121 -15300
37 121 -15230
38 121 -15340
39 121 -15900
40 121 -15860
41 121 -15600
42 121 -16160
43 121 -16160
44 121 -16309
45 121 -16270
46 121 -16190
47 121 -16210
48 121 -16200
49 121 -15820
50 121 -15770
51 121 -14910
52 121 -14090
53 121 -13430
54 121 -13660
55 121 -14920
56 121 -14700
57 121 -14810
58 121 -14350
59 121 -15000
60 121 -16010
61 121 -16260
62 121 -16149
63 121 -15270
64 121 -14600
65 121 -14600
66 121 -15320
67 121 -15190
68 121 -16400
69 121 -16440
70 121 -14730
71 121 -14810
72 121 -18030
73 121 -18060
74 121 -16360
75 121 -14550
76 121 -15030
77 121 -15800
78 121 -15270
79 121 -15710
80 121 -17270
81 121 -15620
82 121 -13900
83 121 -13600
84 121 -13390
85 121 -12910
86 121 -12550
87 121 -12130
88 121 -11900
89 121 -11610
90 121 -12010
91 121 -12300
92 121 -12250
93 121 -11620
94 121 -11100
95 121 -10960
96 121 -10960
97 121 -11910
98 121 -11990
99 121 -12190
100 121 -12070
101 121 -11460
102 121 -10970
103 121 -10420
104 121 -9340
105 121 -8930
106 121 -8930
107 121 -8630
108 121 -8700
109 121 -8840
110 121 -9120
111 121 -9550
112 121 -9880
17 120 -14720
18 120 -14670
19 120 -14630
20 120 -14630
21 120 -14630
22 120 -14630
23 120 -14790
24 120 -14790
25 120 -14700
26 120 -14680
27 120 -14680
28 120 -14970
29 120 -15090
30 120 -15070
31 120 -14780
32 120 -14800
33 120 -15010
34 120 -15210
35 120 -15260
36 120 -15600
37 120 -15600
38 120 -15190
39 120 -15190
40 120 -15400
41 120 -15740
42 120 -16010
43 120 -16090
44 120 -16030
45 120 -16020
46 120 -16149
47 120 -15950
48 120 -16070
49 120 -15710
50 120 -15710
51 120 -14910
52 120 -13960
53 120 -13620
54 120 -13620
55 120 -15580
56 120 -15060
57 120 -14980
58 120 -14510
59 120 -14560
60 120 -14760
61 120 -16129
62 120 -16160
63 120 -15360
64 120 -15240
65 120 -14420
66 120 -14420
67 120 -14690
68 120 -15370
69 120 -16820
70 120 -14730
71 120 -14740
72 120 -18100
73 120 -17380
74 120 -16410
75 120 -14390
76 120 -14480
77 120 -15250
78 120 -15850
79 120 -15600
80 120 -15600
81 120 -14570
82 120 -13310
83 120 -12960
84 120 -13370
85 120 -12080
86 120 -11860
87 120 -11690
88 120 -11690
89 120 -11810
90 120 -12320
91 120 -12400
92 120 -12040
93 120 -11690
94 120 -11150
95 120 -11120
96 120 -11200
97 120 -12120
98 120 -12480
99 120 -11750
100 120 -11130
101 120 -10500
102 120 -9910
103 120 -9620
104 120 -9150
105 120 -9240
106 120 -8800
107 120 -8630
108 120 -8740
109 120 -8810
110 120 -9120
111 120 -9360
112 120 -10150
17 119 -14590
18 119 -14590
19 119 -14530
20 119 -14530
21 119 -14730
22 119 -14910
23 119 -14870
24 119 -14810
25 119 -14680
26 119 -14750
27 119 -14990
28 119 -14890
29 119 -15020
30 119 -14970
31 119 -14770
32 119 -14790
33 119 -15010
34 119 -15170
35 119 -15300
36 119 -15420
37 119 -15450
38 119 -15190
39 119 -15190
40 119 -15400
41 119 -15790
42 119 -15940
43 119 -16120
44 119 -15880
45 119 -16059
46 119 -15460
47 119 -15460
48 119 -15520
49 119 -14950
50 119 -14400
51 119 -14400
52 119 -14300
53 119 -13960
54 119 -13620
55 119 -15450
56 119 -15040
57 119 -14800
58 119 -14860
59 119 -14680
60 119 -14670
61 119 -16260
62 119 -15180
63 119 -15140
64 119 -15910
65 119 -15430
66 119 -14960
67 119 -14860
68 119 -14860
69 119 -16760
70 119 -17170
71 119 -17200
72 119 -17560
73 119 -17710
74 119 -16170
75 119 -15690
76 119 -15560
77 119 -17050
78 119 -15920
79 119 -15090
80 119 -14780
81 119 -14170
82 119 -12980
83 119 -12490
84 119 -12080
85 119 -11450
86 119 -11450
87 119 -11740
88 119 -11680
89 119 -12200
90 119 -12320
91 119 -11920
92 119 -11920
93 119 -11710
94 119 -10770
95 119 -10770
96 119 -11440
97 119 -11450
98 119 -11700
99 119 -11380
100 119 -10710
101 119 -10230
102 119 -9350
103 119 -9210
104 119 -8840
105 119 -8410
106 119 -8760
107 119 -8640
108 119 -8600
109 119 -8760
110 119 -9020
111 119 -9330
112 119 -9970
17 118 -14780
18 118 -14600
19 118 -14430
20 118 -14530
21 118 -14780
22 118 -14820
23 118 -14810
24 118 -14810
25 118 -14830
26 118 -14770
27 118 -14920
28 118 -14900
29 118 -15020
30 118 -14870
31 118 -14900
32 118 -14910
33 118 -15280
34 118 -15290
35 118 -15400
36 118 -15370
37 118 -15140
38 118 -15220
39 118 -15220
40 118 -15270
41 118 -15600
42 118 -15430
43 118 -15990
44 118 -15280
45 118 -15690
46 118 -15430
47 118 -15460
48 118 -16140
49 118 -16050
50 118 -14990
51 118 -15580
52 118 -15790
53 118 -14850
54 118 -14020
55 118 -15220
56 118 -15050
57 118 -15050
58 118 -15290
59 118 -15220
60 118 -14520
61 118 -14870
62 118 -15060
63 118 -15140
64 118 -16200
65 118 -15390
66 118 -16140
67 118 -14860
68 118 -14690
69 118 -15200
70 118 -17800
71 118 -17320
72 118 -17330
73 118 -16610
74 118 -15740
75 118 -15630
76 118 -17140
77 118 -17160
78 118 -16020
79 118 -16050
80 118 -14030
81 118 -13590
82 118 -12570
83 118 -11870
84 118 -11870
85 118 -11450
86 118 -11450
87 118 -11600
88 118 -11800
89 118 -11890
90 118 -12300
91 118 -11920
92 118 -11880
93 118 -11220
94 118 -11220
95 118 -11150
96 118 -11370
97 118 -11450
98 118 -11290
99 118 -11230
100 118 -10460
101 118 -10180
102 118 -9170
103 118 -8890
104 118 -8830
105 118 -8510
106 118 -8380
107 118 -8870
108 118 -8670
109 118 -8670
110 118 -9250
111 118 -9530
112 118 -10020
113 118 -10820
18 117 -14360
19 117 -14640
20 117 -14920
21 117 -14830
22 117 -14800
23 117 -14830
24 117 -14690
25 117 -14860
26 117 -14770
27 117 -14940
28 117 -14910
29 117 -14900
30 117 -14860
31 117 -14620
32 117 -15120
33 117 -15200
34 117 -15320
35 117 -15230
36 117 -15230
37 117 -15340
38 117 -15420
39 117 -15710
40 117 -15570
41 117 -15670
42 117 -15520
43 117 -15370
44 117 -15280
45 117 -15550
46 117 -15770
47 117 -15970
48 117 -16120
49 117 -16070
50 117 -15690
51 117 -15160
52 117 -15950
53 117 -15400
54 117 -14230
55 117 -14010
56 117 -15270
57 117 -14910
58 117 -14850
59 117 -15630
60 117 -14920
61 117 -14630
62 117 -15530
63 117 -15510
64 117 -14970
65 117 -15290
66 117 -16540
67 117 -16780
68 117 -15200
69 117 -15200
70 117 -15420
71 117 -17280
72 117 -16730
73 117 -16610
74 117 -16370
75 117 -15570
76 117 -15570
77 117 -17370
78 117 -17070
79 117 -14310
80 117 -13760
81 117 -13180
82 117 -12440
83 117 -12210
84 117 -11620
85 117 -11450
86 117 -11310
87 117 -11410
88 117 -11920
89 117 -12430
90 117 -11990
91 117 -11990
92 117 -11640
93 117 -11120
94 117 -11380
95 117 -11030
96 117 -11360
97 117 -11000
98 117 -10910
99 117 -10860
100 117 -10330
101 117 -9120
102 117 -9120
103 117 -9010
104 117 -8730
105 117 -8320
106 117 -8320
107 117 -8780
108 117 -8720
109 117 -8760
110 117 -9180
111 117 -9730
112 117 -10460
113 117 -10720
18 116 -14560
19 116 -14720
20 116 -14800
21 116 -14810
22 116 -14670
23 116 -14680
24 116 -14790
25 116 -14940
26 116 -14740
27 116 -14860
28 116 -15040
29 116 -14810
30 116 -14700
31 116 -15040
32 116 -14890
33 116 -15230
34 116 -15380
35 116 -15330
36 116 -15230
37 116 -15400
38 116 -15450
39 116 -15700
40 116 -16000
41 116 -15580
42 116 -15570
43 116 -15670
44 116 -15590
45 116 -15510
46 116 -15920
47 116 -16040
48 116 -15850
49 116 -16200
50 116 -16050
51 116 -15100
52 116 -15460
53 116 -15070
54 116 -15210
55 116 -14010
56 116 -14170
57 116 -14640
58 116 -14500
59 116 -14790
60 116 -14920
61 116 -14920
62 116 -16190
63 116 -14290
64 116 -14060
65 116 -15230
66 116 -14410
67 116 -14320
68 116 -16870
69 116 -15710
70 116 -14610
71 116 -15260
72 116 -16440
73 116 -16430
74 116 -17030
